dataset,index,raw_label,y_true,pred_label,outcome,method,base_probability,base_target_confidence,n_perturbations,mask_fraction,faithfulness_pearson,faithfulness_spearman,mean_confidence_drop,std_confidence_drop,negative_drop_fraction,mean_attribution_sum,std_attribution_sum,valid_correlation
tess,30,EB,1,1,TP,integrated_gradients,0.7878643870353699,0.7878643870353699,32,0.1,0.5188686887335678,0.5058651026392962,0.20963749289512634,0.18796803057193756,0.125,0.6165054212324321,0.3008850627463778,True
tess,30,EB,1,1,TP,occlusion,0.7878643870353699,0.7878643870353699,32,0.1,0.7642133799179788,0.7884897360703812,0.20963749289512634,0.18796803057193756,0.125,2.104279338847846,1.0217367761429734,True
tess,30,EB,1,1,TP,consensus,0.7878643870353699,0.7878643870353699,32,0.1,0.5792904295012655,0.6074046920821115,0.20963749289512634,0.18796803057193756,0.125,2.22689388692379,0.6777302886732003,True
tess,66,EB,1,0,FN,saliency,0.4715203046798706,0.5284796953201294,32,0.1,-0.24549554123136033,-0.18035190615835775,-0.27894335985183716,0.16361361742019653,0.9375,2.5454827658832073,0.7406278822420028,True
tess,66,EB,1,0,FN,integrated_gradients,0.4715203046798706,0.5284796953201294,32,0.1,-0.5510175236178345,-0.5905425219941349,-0.27894335985183716,0.16361361742019653,0.9375,0.847187097533606,0.6079223892450177,True
tess,66,EB,1,0,FN,occlusion,0.4715203046798706,0.5284796953201294,32,0.1,0.21841079237907993,0.22763929618768325,-0.27894335985183716,0.16361361742019653,0.9375,4.386128801852465,1.35195467933665,True
tess,66,EB,1,0,FN,consensus,0.4715203046798706,0.5284796953201294,32,0.1,-0.03910541077750305,-0.005131964809384164,-0.27894335985183716,0.16361361742019653,0.9375,5.044242136180401,1.230927679048837,True
tess,67,EB,1,0,FN,saliency,0.15053348243236542,0.8494665175676346,32,0.1,0.1481419629859879,-0.10410557184750732,-0.023980727419257164,0.16342096030712128,0.71875,3.4561405703425407,0.7947178744766494,True
tess,67,EB,1,0,FN,integrated_gradients,0.15053348243236542,0.8494665175676346,32,0.1,-0.31882332265709107,-0.48717008797653955,-0.023980727419257164,0.16342096030712128,0.71875,1.2903475388884544,0.5755667845859279,True
tess,67,EB,1,0,FN,occlusion,0.15053348243236542,0.8494665175676346,32,0.1,0.2963723203602983,0.23570381231671553,-0.023980727419257164,0.16342096030712128,0.71875,3.5871382281184196,1.2496143962405617,True
tess,67,EB,1,0,FN,consensus,0.15053348243236542,0.8494665175676346,32,0.1,0.183490265437654,-0.009164222873900292,-0.023980727419257164,0.16342096030712128,0.71875,4.592672348022461,1.0745632575279531,True
tess,75,EB,1,0,FN,saliency,0.26428741216659546,0.7357125878334045,32,0.1,-0.430150833688391,-0.4244868035190615,-0.1479174941778183,0.13239488005638123,0.84375,3.4990078769624233,0.7459819124641187,True
tess,75,EB,1,0,FN,integrated_gradients,0.26428741216659546,0.7357125878334045,32,0.1,-0.44243840353280217,-0.46151026392961864,-0.1479174941778183,0.13239488005638123,0.84375,1.9124106205999851,0.5189822139125556,True
tess,75,EB,1,0,FN,occlusion,0.26428741216659546,0.7357125878334045,32,0.1,0.03355560665115754,0.07294721407624633,-0.1479174941778183,0.13239488005638123,0.84375,6.017596371471882,1.2899273744908593,True
tess,75,EB,1,0,FN,consensus,0.26428741216659546,0.7357125878334045,32,0.1,-0.28067864783930024,-0.22360703812316712,-0.1479174941778183,0.13239488005638123,0.84375,6.021176248788834,1.0390747287958333,True
tess,87,EB,1,1,TP,saliency,0.9996345639228821,0.9996345639228821,32,0.1,0.2174774749957983,0.3152781609795363,0.04802033305168152,0.0802495926618576,0.0625,2.640827503055334,0.8887118047760866,True
tess,87,EB,1,1,TP,integrated_gradients,0.9996345639228821,0.9996345639228821,32,0.1,0.6715743039425379,0.8866281771267541,0.04802033305168152,0.0802495926618576,0.0625,1.0612022772884302,0.7895886927186812,True
tess,87,EB,1,1,TP,occlusion,0.9996345639228821,0.9996345639228821,32,0.1,0.5691166538223471,0.7685821680158115,0.04802033305168152,0.0802495926618576,0.0625,2.10627098986879,1.279833910037362,True
tess,87,EB,1,1,TP,consensus,0.9996345639228821,0.9996345639228821,32,0.1,0.5633782284924359,0.7922280300892767,0.04802033305168152,0.0802495926618576,0.0625,1.97303512878716,0.8835723279215831,True
tess,106,PC,1,0,FN,saliency,0.7254165410995483,0.27458345890045166,32,0.1,-0.3899577895953294,-0.33321114369501464,-0.3766198456287384,0.3157600462436676,0.78125,4.1373012736439705,0.7480498667789907,True
tess,106,PC,1,0,FN,integrated_gradients,0.7254165410995483,0.27458345890045166,32,0.1,-0.8067535456396386,-0.8163489736070382,-0.3766198456287384,0.3157600462436676,0.78125,1.429275474511087,0.6637247113271479,True
tess,106,PC,1,0,FN,occlusion,0.7254165410995483,0.27458345890045166,32,0.1,0.42849801500088897,0.3482404692082111,-0.3766198456287384,0.3157600462436676,0.78125,6.168962076306343,1.3356447848923616,True
tess,106,PC,1,0,FN,consensus,0.7254165410995483,0.27458345890045166,32,0.1,-0.13998522132551464,-0.22434017595307917,-0.3766198456287384,0.3157600462436676,0.78125,6.380034878849983,0.9978727786819264,True
tess,117,PC,1,1,TP,saliency,0.8176158666610718,0.8176158666610718,32,0.1,0.2759469257460308,0.24193548387096772,0.3916460871696472,0.3294595777988434,0.15625,3.282978780567646,0.9187405829088727,True
tess,117,PC,1,1,TP,integrated_gradients,0.8176158666610718,0.8176158666610718,32,0.1,0.7210245437392939,0.691715542521994,0.3916460871696472,0.3294595777988434,0.15625,1.396022888366133,0.6657966143744923,True
tess,117,PC,1,1,TP,occlusion,0.8176158666610718,0.8176158666610718,32,0.1,0.6116820195589288,0.6612903225806451,0.3916460871696472,0.3294595777988434,0.15625,6.7214925438165665,1.4607596820681916,True
tess,117,PC,1,1,TP,consensus,0.8176158666610718,0.8176158666610718,32,0.1,0.6530025154294226,0.6810850439882697,0.3916460871696472,0.3294595777988434,0.15625,4.155458137392998,0.9176556082892581,True
tess,132,J,0,1,FP,saliency,0.8155370354652405,0.8155370354652405,32,0.1,-0.0017491322178495468,0.0469208211143695,0.34250563383102417,0.3278835415840149,0.1875,3.8148597329854965,0.9416130882259323,True
tess,132,J,0,1,FP,integrated_gradients,0.8155370354652405,0.8155370354652405,32,0.1,0.45286231169291463,0.5168621700879765,0.34250563383102417,0.3278835415840149,0.1875,1.2712545031681657,0.5772168420761495,True
tess,132,J,0,1,FP,occlusion,0.8155370354652405,0.8155370354652405,32,0.1,0.41138670488795315,0.4032258064516129,0.34250563383102417,0.3278835415840149,0.1875,2.8224775567650795,1.047753094336526,True
tess,132,J,0,1,FP,consensus,0.8155370354652405,0.8155370354652405,32,0.1,0.3070614514317799,0.35960410557184747,0.34250563383102417,0.3278835415840149,0.1875,2.664712257683277,0.7489696883126639,True
tess,148,J,0,0,TN,saliency,2.2499796159536345e-06,0.999997750020384,32,0.1,0.5636975216827451,0.5323675846924201,7.543712854385376e-07,1.2350545830486226e-06,0.28125,4.965822227299213,0.9061595437601544,True
tess,148,J,0,0,TN,integrated_gradients,2.2499796159536345e-06,0.999997750020384,32,0.1,0.6504923823527105,0.6108565017604035,7.543712854385376e-07,1.2350545830486226e-06,0.28125,3.0900900214910507,0.7738517838131946,True
tess,148,J,0,0,TN,occlusion,2.2499796159536345e-06,0.999997750020384,32,0.1,0.5994051651202935,0.6629379327120559,7.543712854385376e-07,1.2350545830486226e-06,0.28125,4.610614530742168,1.1455217080389013,True
tess,148,J,0,0,TN,consensus,2.2499796159536345e-06,0.999997750020384,32,0.1,0.6597125162187515,0.6677059510386157,7.543712854385376e-07,1.2350545830486226e-06,0.28125,4.196771390736103,0.8692932852455859,True
tess,172,EB,1,1,TP,saliency,0.9996323585510254,0.9996323585510254,32,0.1,0.360316357202744,0.28702346041055715,0.06497646868228912,0.15469348430633545,0.0625,3.6517109274864197,0.6955269711331115,True
tess,172,EB,1,1,TP,integrated_gradients,0.9996323585510254,0.9996323585510254,32,0.1,0.5824387418658807,0.9068914956011729,0.06497646868228912,0.15469348430633545,0.0625,1.024880772922188,0.6784448234932838,True
tess,172,EB,1,1,TP,occlusion,0.9996323585510254,0.9996323585510254,32,0.1,0.6112626174408803,0.935850439882698,0.06497646868228912,0.15469348430633545,0.0625,1.9272713586688042,1.1924415849782664,True
tess,172,EB,1,1,TP,consensus,0.9996323585510254,0.9996323585510254,32,0.1,0.6417031459400229,0.9299853372434018,0.06497646868228912,0.15469348430633545,0.0625,2.84892250970006,0.9239022744459432,True
tess,179,J,0,0,TN,saliency,0.00024158817541319877,0.9997584118245868,32,0.1,0.04205632838661306,0.009897360703812315,0.0001166854053735733,0.00018405428272671998,0.3125,4.51711131632328,0.7300287455035153,True
tess,179,J,0,0,TN,integrated_gradients,0.00024158817541319877,0.9997584118245868,32,0.1,0.12951848427143836,-0.06341642228739001,0.0001166854053735733,0.00018405428272671998,0.3125,3.441744565963745,0.6880074078668003,True
tess,179,J,0,0,TN,occlusion,0.00024158817541319877,0.9997584118245868,32,0.1,0.378882804658181,0.25476539589442815,0.0001166854053735733,0.00018405428272671998,0.3125,6.046439602971077,1.175784388577177,True
tess,179,J,0,0,TN,consensus,0.00024158817541319877,0.9997584118245868,32,0.1,0.301587598171094,0.16055718475073313,0.0001166854053735733,0.00018405428272671998,0.3125,5.657879203557968,0.85842663302014,True
tess,190,EB,1,0,FN,saliency,0.17513246834278107,0.8248675316572189,32,0.1,0.005428228189560154,-0.008064516129032258,-0.04250985383987427,0.09046172350645065,0.875,3.0017319843173027,0.7119458222826683,True
tess,190,EB,1,0,FN,integrated_gradients,0.17513246834278107,0.8248675316572189,32,0.1,-0.16708027506303189,-0.3731671554252199,-0.04250985383987427,0.09046172350645065,0.875,1.194738095626235,0.5593030624246035,True
tess,190,EB,1,0,FN,occlusion,0.17513246834278107,0.8248675316572189,32,0.1,0.05376930233971953,0.08907624633431084,-0.04250985383987427,0.09046172350645065,0.875,3.90653383359313,1.199038019416453,True
tess,190,EB,1,0,FN,consensus,0.17513246834278107,0.8248675316572189,32,0.1,0.012092642427063788,-0.04728739002932551,-0.04250985383987427,0.09046172350645065,0.875,4.172998487949371,1.0887964919603812,True
tess,198,J,0,1,FP,saliency,0.9637040495872498,0.9637040495872498,32,0.1,0.1251271508402949,0.25659824046920815,0.3389442563056946,0.3310118317604065,0.09375,3.9390687867999077,0.7016265475594196,True
tess,198,J,0,1,FP,integrated_gradients,0.9637040495872498,0.9637040495872498,32,0.1,0.7161222019600566,0.7972873900293254,0.3389442563056946,0.3310118317604065,0.09375,1.4735561925917864,0.6429213535033,True
tess,198,J,0,1,FP,occlusion,0.9637040495872498,0.9637040495872498,32,0.1,0.8333660347073397,0.912390029325513,0.3389442563056946,0.3310118317604065,0.09375,2.4391064353112597,1.1772697204222036,True
tess,198,J,0,1,FP,consensus,0.9637040495872498,0.9637040495872498,32,0.1,0.7343126337793919,0.8090175953079177,0.3389442563056946,0.3310118317604065,0.09375,3.3997525200247765,0.8864961204248432,True
tess,199,J,0,1,FP,saliency,0.8408018946647644,0.8408018946647644,32,0.1,0.3272385383805407,0.2232404692082111,0.34390220046043396,0.2850108742713928,0.28125,4.084939382970333,1.1496721426660037,True
tess,199,J,0,1,FP,integrated_gradients,0.8408018946647644,0.8408018946647644,32,0.1,0.8534544175486851,0.8819648093841641,0.34390220046043396,0.2850108742713928,0.28125,0.8961531259119511,0.708259562082768,True
tess,199,J,0,1,FP,occlusion,0.8408018946647644,0.8408018946647644,32,0.1,0.7975454422479119,0.7426686217008798,0.34390220046043396,0.2850108742713928,0.28125,2.1909601143561304,1.376129875539861,True
tess,199,J,0,1,FP,consensus,0.8408018946647644,0.8408018946647644,32,0.1,0.8094448872421279,0.7903225806451613,0.34390220046043396,0.2850108742713928,0.28125,2.7388019505888224,0.9865403946566212,True
tess,212,EB,1,1,TP,saliency,0.8356294631958008,0.8356294631958008,32,0.1,0.21109377922619846,0.18365102639296185,0.215282142162323,0.14193548262119293,0.03125,5.626293361186981,0.9506361624202132,True
tess,212,EB,1,1,TP,integrated_gradients,0.8356294631958008,0.8356294631958008,32,0.1,0.3736588104793375,0.3640029325513196,0.215282142162323,0.14193548262119293,0.03125,1.5440784897655249,0.5442661343606738,True
tess,212,EB,1,1,TP,occlusion,0.8356294631958008,0.8356294631958008,32,0.1,0.6320630947240667,0.6337976539589442,0.215282142162323,0.14193548262119293,0.03125,2.926309734582901,0.9979393984361972,True
tess,212,EB,1,1,TP,consensus,0.8356294631958008,0.8356294631958008,32,0.1,0.4702097814861968,0.43511730205278587,0.215282142162323,0.14193548262119293,0.03125,4.082635290920734,0.8337153276987179,True
tess,232,J,0,0,TN,saliency,0.730190098285675,0.26980990171432495,32,0.1,-0.3356094336698579,-0.32587976539589436,-0.36137712001800537,0.25795528292655945,0.8125,3.221319653093815,0.89609199117834,True
tess,232,J,0,0,TN,integrated_gradients,0.730190098285675,0.26980990171432495,32,0.1,-0.5455175427561756,-0.5700146627565982,-0.36137712001800537,0.25795528292655945,0.8125,1.1207845432218164,0.7165645164642171,True
tess,232,J,0,0,TN,occlusion,0.730190098285675,0.26980990171432495,32,0.1,0.17803354162878615,0.19648093841642225,-0.36137712001800537,0.25795528292655945,0.8125,2.380882477387786,0.8996537092388182,True
tess,232,J,0,0,TN,consensus,0.730190098285675,0.26980990171432495,32,0.1,-0.2704987182218819,-0.3020527859237536,-0.36137712001800537,0.25795528292655945,0.8125,3.748072199523449,1.1171776347142286,True
tess,241,J,0,0,TN,saliency,0.7388299107551575,0.26117008924484253,32,0.1,-0.04094103264311401,-0.06158357771260996,-0.4569699168205261,0.2696286737918854,0.9375,3.8394469618797302,1.1354236449235342,True
tess,241,J,0,0,TN,integrated_gradients,0.7388299107551575,0.26117008924484253,32,0.1,-0.2841315038970384,-0.2441348973607038,-0.4569699168205261,0.2696286737918854,0.9375,1.155469830147922,0.5597847074823756,True
tess,241,J,0,0,TN,occlusion,0.7388299107551575,0.26117008924484253,32,0.1,0.29497416104489427,0.22214076246334308,-0.4569699168205261,0.2696286737918854,0.9375,3.56714616343379,1.1917177620533699,True
tess,241,J,0,0,TN,consensus,0.7388299107551575,0.26117008924484253,32,0.1,0.06274098457398061,0.014296187683284457,-0.4569699168205261,0.2696286737918854,0.9375,3.8148920089006424,0.9939040917973807,True
tess,249,J,0,1,FP,saliency,0.9661305546760559,0.9661305546760559,32,0.1,0.2968850351518872,0.3801319648093841,0.2956368327140808,0.23995304107666016,0.03125,4.365862563252449,1.081026597310789,True
tess,249,J,0,1,FP,integrated_gradients,0.9661305546760559,0.9661305546760559,32,0.1,0.5552260905868558,0.5546187683284457,0.2956368327140808,0.23995304107666016,0.03125,1.2815157305449247,0.635475232688045,True
tess,249,J,0,1,FP,occlusion,0.9661305546760559,0.9661305546760559,32,0.1,0.7725243306068559,0.7906891495601172,0.2956368327140808,0.23995304107666016,0.03125,2.478880815440789,1.1016832749578724,True
tess,249,J,0,1,FP,consensus,0.9661305546760559,0.9661305546760559,32,0.1,0.6023121671115925,0.6462609970674486,0.2956368327140808,0.23995304107666016,0.03125,3.642309717833996,1.0564402759649043,True
tess,275,EB,1,1,TP,saliency,0.9996525049209595,0.9996525049209595,32,0.1,0.5758013382684332,0.6187683284457477,0.04951416701078415,0.08094228059053421,0.0,3.8481212705373764,1.0407046773269384,True
tess,275,EB,1,1,TP,integrated_gradients,0.9996525049209595,0.9996525049209595,32,0.1,0.7908420909686128,0.9138563049853371,0.04951416701078415,0.08094228059053421,0.0,1.0545718921348453,0.6825525187467376,True
tess,275,EB,1,1,TP,occlusion,0.9996525049209595,0.9996525049209595,32,0.1,0.6903445077883849,0.8178152492668621,0.04951416701078415,0.08094228059053421,0.0,2.1277459003031254,1.1459568565345024,True
tess,275,EB,1,1,TP,consensus,0.9996525049209595,0.9996525049209595,32,0.1,0.750163114888681,0.8610703812316713,0.04951416701078415,0.08094228059053421,0.0,2.5756993517279625,0.9511578534457024,True
tess,310,J,0,1,FP,saliency,0.8780845403671265,0.8780845403671265,32,0.1,0.10023477859565039,0.0846774193548387,0.42392897605895996,0.31363406777381897,0.15625,4.5306233540177345,0.8123595087610189,True
tess,310,J,0,1,FP,integrated_gradients,0.8780845403671265,0.8780845403671265,32,0.1,0.5705538690026859,0.6059384164222874,0.42392897605895996,0.31363406777381897,0.15625,1.5363491382449865,0.47318840961233466,True
tess,310,J,0,1,FP,occlusion,0.8780845403671265,0.8780845403671265,32,0.1,0.9017234405709028,0.910557184750733,0.42392897605895996,0.31363406777381897,0.15625,2.495939064770937,0.9227511716241603,True
tess,310,J,0,1,FP,consensus,0.8780845403671265,0.8780845403671265,32,0.1,0.6910110741127635,0.7404692082111436,0.42392897605895996,0.31363406777381897,0.15625,2.8585100062191486,0.5846150409584538,True
tess,329,EB,1,0,FN,saliency,0.06745793670415878,0.9325420632958412,32,0.1,0.2419836524027963,0.28005865102639294,0.02669423259794712,0.10012342780828476,0.46875,6.14976504445076,1.0841805543845489,True
tess,329,EB,1,0,FN,integrated_gradients,0.06745793670415878,0.9325420632958412,32,0.1,-0.3416811959478162,-0.4523460410557184,0.02669423259794712,0.10012342780828476,0.46875,2.876837570220232,0.867937916831124,True
tess,329,EB,1,0,FN,occlusion,0.06745793670415878,0.9325420632958412,32,0.1,0.41285586165327587,0.346041055718475,0.02669423259794712,0.10012342780828476,0.46875,6.025949850678444,1.1671322437838203,True
tess,329,EB,1,0,FN,consensus,0.06745793670415878,0.9325420632958412,32,0.1,0.1764780535184752,0.09457478005865103,0.02669423259794712,0.10012342780828476,0.46875,8.037393659353256,1.1571695022985207,True
tess,338,EB,1,1,TP,saliency,0.9996585845947266,0.9996585845947266,32,0.1,0.4754844362509697,0.157258064516129,0.055539876222610474,0.11267941445112228,0.0625,4.783520348370075,0.987650395133254,True
tess,338,EB,1,1,TP,integrated_gradients,0.9996585845947266,0.9996585845947266,32,0.1,0.6563489922601438,0.8189149560117301,0.055539876222610474,0.11267941445112228,0.0625,1.1853334977058694,0.762694186900435,True
tess,338,EB,1,1,TP,occlusion,0.9996585845947266,0.9996585845947266,32,0.1,0.721462193020417,0.7639296187683283,0.055539876222610474,0.11267941445112228,0.0625,1.9960942420584615,1.087932266047325,True
tess,338,EB,1,1,TP,consensus,0.9996585845947266,0.9996585845947266,32,0.1,0.6982309342134002,0.690982404692082,0.055539876222610474,0.11267941445112228,0.0625,2.8818844817578793,0.9077662485375219,True
tess,385,J,0,1,FP,saliency,0.9489747881889343,0.9489747881889343,32,0.1,0.0531392738196013,0.028958944281524925,0.3029095530509949,0.3179161548614502,0.15625,4.943029001355171,0.9602622730496331,True
tess,385,J,0,1,FP,integrated_gradients,0.9489747881889343,0.9489747881889343,32,0.1,0.8400113487613845,0.8936950146627565,0.3029095530509949,0.3179161548614502,0.15625,1.2951061129570007,0.656489403207245,True
tess,385,J,0,1,FP,occlusion,0.9489747881889343,0.9489747881889343,32,0.1,0.7646372168838189,0.8229472140762463,0.3029095530509949,0.3179161548614502,0.15625,3.2424105554819107,1.2097126456258918,True
tess,385,J,0,1,FP,consensus,0.9489747881889343,0.9489747881889343,32,0.1,0.7610823236449553,0.8086510263929618,0.3029095530509949,0.3179161548614502,0.15625,4.275017097592354,0.8746396360462917,True
tess,394,EB,1,1,TP,saliency,0.986333966255188,0.986333966255188,32,0.1,-0.060605177371306565,-0.16055718475073313,0.21398553252220154,0.23331980407238007,0.03125,4.458637043833733,0.6997930037617269,True
tess,394,EB,1,1,TP,integrated_gradients,0.986333966255188,0.986333966255188,32,0.1,0.8160407827988887,0.8995601173020527,0.21398553252220154,0.23331980407238007,0.03125,0.9998640278354287,0.5000680281918238,True
tess,394,EB,1,1,TP,occlusion,0.986333966255188,0.986333966255188,32,0.1,0.6205407275141602,0.785923753665689,0.21398553252220154,0.23331980407238007,0.03125,2.160112132318318,0.9210998867770332,True
tess,394,EB,1,1,TP,consensus,0.986333966255188,0.986333966255188,32,0.1,0.6263480184784003,0.656158357771261,0.21398553252220154,0.23331980407238007,0.03125,2.976742960512638,0.5805712795255331,True
tess,396,J,0,0,TN,saliency,6.517219298984855e-05,0.9999348278070102,32,0.1,0.28223970977058527,0.04729172414693045,1.617521047592163e-05,2.981063153129071e-05,0.34375,7.169397458434105,1.1486710323795626,True
tess,396,J,0,0,TN,integrated_gradients,6.517219298984855e-05,0.9999348278070102,32,0.1,0.26073666083846203,0.21372926494310426,1.617521047592163e-05,2.981063153129071e-05,0.34375,2.4630369693040848,0.7446695238866587,True
tess,396,J,0,0,TN,occlusion,6.517219298984855e-05,0.9999348278070102,32,0.1,0.1974201153033218,0.07716982893743302,1.617521047592163e-05,2.981063153129071e-05,0.34375,3.1327733509242535,0.8706553531733586,True
tess,396,J,0,0,TN,consensus,6.517219298984855e-05,0.9999348278070102,32,0.1,0.2941680545459552,0.11786270785455923,1.617521047592163e-05,2.981063153129071e-05,0.34375,5.372840754687786,0.8618707273272018,True
tess,399,EB,1,1,TP,saliency,0.7653848528862,0.7653848528862,32,0.1,0.24886322404847788,0.2947214076246334,0.3362215459346771,0.247592493891716,0.0625,5.115478835999966,0.8736175836091373,True
tess,399,EB,1,1,TP,integrated_gradients,0.7653848528862,0.7653848528862,32,0.1,0.6592015568385307,0.6708211143695014,0.3362215459346771,0.247592493891716,0.0625,2.2250187937170267,0.8087375467103726,True
tess,399,EB,1,1,TP,occlusion,0.7653848528862,0.7653848528862,32,0.1,0.8607344187266882,0.879765395894428,0.3362215459346771,0.247592493891716,0.0625,2.8082731813192368,1.2066560440797216,True
tess,399,EB,1,1,TP,consensus,0.7653848528862,0.7653848528862,32,0.1,0.7354999015566653,0.7349706744868034,0.3362215459346771,0.247592493891716,0.0625,4.155593566596508,1.0109421635517102,True
tess,418,EB,1,1,TP,saliency,0.8456799387931824,0.8456799387931824,32,0.1,-0.02954875169984563,-0.1785190615835777,0.27744895219802856,0.22987115383148193,0.0625,6.023159861564636,1.1427007344508613,True
tess,418,EB,1,1,TP,integrated_gradients,0.8456799387931824,0.8456799387931824,32,0.1,0.6538526438854735,0.7280058651026392,0.27744895219802856,0.22987115383148193,0.0625,1.8016377389431,0.885750484547992,True
tess,418,EB,1,1,TP,occlusion,0.8456799387931824,0.8456799387931824,32,0.1,0.869876645148393,0.9241202346041054,0.27744895219802856,0.22987115383148193,0.0625,2.1192039754241705,1.1684729568771919,True
tess,418,EB,1,1,TP,consensus,0.8456799387931824,0.8456799387931824,32,0.1,0.6414616067517911,0.5923753665689149,0.27744895219802856,0.22987115383148193,0.0625,3.5845637544989586,0.9140972890222304,True
tess,420,EB,1,1,TP,saliency,0.999385416507721,0.999385416507721,32,0.1,0.5232456118223722,0.4787390029325513,0.04697904735803604,0.0766153559088707,0.03125,3.6818449273705482,0.8220344501706383,True
tess,420,EB,1,1,TP,integrated_gradients,0.999385416507721,0.999385416507721,32,0.1,0.7553246043224878,0.9178885630498531,0.04697904735803604,0.0766153559088707,0.03125,0.9515035559888929,0.6773655980869604,True
tess,420,EB,1,1,TP,occlusion,0.999385416507721,0.999385416507721,32,0.1,0.6542636589073962,0.8086510263929618,0.04697904735803604,0.0766153559088707,0.03125,1.8371427482925355,0.9170882988461609,True
tess,420,EB,1,1,TP,consensus,0.999385416507721,0.999385416507721,32,0.1,0.7368027819990564,0.846407624633431,0.04697904735803604,0.0766153559088707,0.03125,2.5554488077759743,0.8297328045504339,True
tess,421,PC,1,1,TP,saliency,0.9583640098571777,0.9583640098571777,32,0.1,0.25080629961322365,0.20417888563049855,0.4233437180519104,0.34915927052497864,0.125,3.8480709865689278,0.8582791850931428,True
tess,421,PC,1,1,TP,integrated_gradients,0.9583640098571777,0.9583640098571777,32,0.1,0.7890200753167622,0.7620967741935483,0.4233437180519104,0.34915927052497864,0.125,1.1509784823283553,0.6481531825227942,True
tess,421,PC,1,1,TP,occlusion,0.9583640098571777,0.9583640098571777,32,0.1,0.7304774461709541,0.7884897360703812,0.4233437180519104,0.34915927052497864,0.125,2.795497978106141,0.9818483964105625,True
tess,421,PC,1,1,TP,consensus,0.9583640098571777,0.9583640098571777,32,0.1,0.7099296311883845,0.6979472140762462,0.4233437180519104,0.34915927052497864,0.125,3.128738194704056,0.8348140741820591,True
tess,441,J,0,1,FP,saliency,0.828201413154602,0.828201413154602,32,0.1,0.30893134203464834,0.32368035190615835,0.4170222580432892,0.3276617228984833,0.09375,2.6256953701376915,0.6464781556822712,True
tess,441,J,0,1,FP,integrated_gradients,0.828201413154602,0.828201413154602,32,0.1,0.3542077882407158,0.43401759530791784,0.4170222580432892,0.3276617228984833,0.09375,0.6797611052170396,0.4107164973507969,True
tess,441,J,0,1,FP,occlusion,0.828201413154602,0.828201413154602,32,0.1,0.7012293263683727,0.7096774193548386,0.4170222580432892,0.3276617228984833,0.09375,4.295835979282856,1.0968547801881265,True
tess,441,J,0,1,FP,consensus,0.828201413154602,0.828201413154602,32,0.1,0.5972372196441266,0.6330645161290323,0.4170222580432892,0.3276617228984833,0.09375,2.597837470471859,0.6767960072431216,True
tess,464,EB,1,0,FN,saliency,0.3948497176170349,0.6051502823829651,32,0.1,-0.04803278957080436,-0.14772727272727273,-0.1694953441619873,0.2147083431482315,0.8125,3.8611842691898346,0.9561475855232097,True
tess,464,EB,1,0,FN,integrated_gradients,0.3948497176170349,0.6051502823829651,32,0.1,-0.4696688521946916,-0.5084310850439883,-0.1694953441619873,0.2147083431482315,0.8125,1.5383060686290264,0.6118611755558878,True
tess,464,EB,1,0,FN,occlusion,0.3948497176170349,0.6051502823829651,32,0.1,0.4179746407848036,0.31341642228739,-0.1694953441619873,0.2147083431482315,0.8125,6.672210678458214,1.8628261202450156,True
tess,464,EB,1,0,FN,consensus,0.3948497176170349,0.6051502823829651,32,0.1,0.17507211501375552,0.038489736070381225,-0.1694953441619873,0.2147083431482315,0.8125,6.0317552536726,1.2717334038693506,True
tess,469,EB,1,0,FN,saliency,0.5401882529258728,0.4598117470741272,32,0.1,-0.01632771035200231,-0.0439882697947214,-0.4023839235305786,0.17663906514644623,0.96875,4.076980106532574,0.8746249072836004,True
tess,469,EB,1,0,FN,integrated_gradients,0.5401882529258728,0.4598117470741272,32,0.1,-0.44582768850745125,-0.6191348973607037,-0.4023839235305786,0.17663906514644623,0.96875,2.1574245281517506,0.656397936356471,True
tess,469,EB,1,0,FN,occlusion,0.5401882529258728,0.4598117470741272,32,0.1,0.10264429374853333,0.1096041055718475,-0.4023839235305786,0.17663906514644623,0.96875,5.493423521518707,1.3361387802031623,True
tess,469,EB,1,0,FN,consensus,0.5401882529258728,0.4598117470741272,32,0.1,-0.09544232754619145,-0.13416422287390029,-0.4023839235305786,0.17663906514644623,0.96875,6.051427721977234,1.0649804969909449,True
tess,487,J,0,1,FP,saliency,0.9043199419975281,0.9043199419975281,32,0.1,0.1251452209883798,0.14846041055718476,0.41337138414382935,0.3520236015319824,0.15625,3.01149520650506,0.7866808747303995,True
tess,487,J,0,1,FP,integrated_gradients,0.9043199419975281,0.9043199419975281,32,0.1,0.6251257000186153,0.6367302052785923,0.41337138414382935,0.3520236015319824,0.15625,0.8305102121084929,0.42512148737752875,True
tess,487,J,0,1,FP,occlusion,0.9043199419975281,0.9043199419975281,32,0.1,0.37184743430867595,0.4424486803519062,0.41337138414382935,0.3520236015319824,0.15625,6.9076051488518715,1.4497284873208347,True
tess,487,J,0,1,FP,consensus,0.9043199419975281,0.9043199419975281,32,0.1,0.3092487243228141,0.3607038123167155,0.41337138414382935,0.3520236015319824,0.15625,4.922129578888416,0.9281689896230586,True
tess,495,EB,1,0,FN,saliency,0.00029706102213822305,0.9997029389778618,32,0.1,0.28337237747794847,0.2657624633431085,0.0007276758551597595,0.0013754069805145264,0.25,2.9810096733272076,0.6177822811722042,True
